2025-02-06 11:54:36,085 INFO    StreamThr :453996 [internal.py:wandb_internal():85] W&B internal server running at pid: 453996, started at: 2025-02-06 11:54:36.083282
2025-02-06 11:56:40,693 DEBUG   SenderThread:453996 [sender.py:send():389] send: stats
2025-02-06 11:56:44,694 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:49,695 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:54,695 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:56:59,696 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:57:04,696 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:57:09,697 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:57:10,694 DEBUG   SenderThread:453996 [sender.py:send():389] send: stats
2025-02-06 11:57:15,695 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:57:20,695 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:57:25,696 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:57:30,696 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:57:35,697 DEBUG   HandlerThread:453996 [handler.py:handle_request():158] handle_request: status_report
2025-02-06 11:57:40,695 DEBUG   SenderThread:453996 [sender.py:send():389] send: stats
